title,price,price_numeric,beds,baths,area,area_sqft,price_per_sqft,property_type,featured,photo_count,description,description_length,city,listing_mode,scraped_date,url
fully furnished 14 beds 15 washrooms House For Rent,PKR 18 Lakh,1800000,10,6,2 Kanal,9000.0,200,House,True,8,"TitaniumPKR18 LakhF-7, Islamabad1062 KanalAdded: 3 hours ago(Updated: 3 hours ago)SMSCall",89,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-7_fully_furnished_14_beds_15_washrooms_house_for_rent-54368529-165-4.html
"10 Marla Luxury Double Unit House For Rent CDA Sector D-12/1, Islamabad",PKR 3.15 Lakh,315000,5,6,10 Marla,2250.0,140,House,True,12,"TitaniumPKR3.15 LakhD-12/1, D-125610 MarlaAdded: 6 hours ago(Updated: 6 hours ago)SMSCall",89,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/d_12_d-12_1_10_marla_luxury_double_unit_house_for_rent_cda_sector_d-12_1_islamabad-54462721-3154-4.html
Beautiful House For Rent In F-6 Main Margalla Road Islamabad - Prime Location. Fantastic View Of Margalla Hills,PKR 9.8 Lakh,980000,4,5,1.6 Kanal,7200.0,136,House,True,6,"TitaniumPKR9.8 LakhF-7, Islamabad451.6 KanalAdded: 1 day ago(Updated: 1 day ago)SMSCallEmail",92,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-7_beautiful_house_for_rent_in_f-6_main_margalla_road_islamabad_-_prime_location_fantastic_view_of_margalla_hills-54496323-165-4.html
"Well Maintained Beautiful Corner House F-6 , Islamabad",PKR 7 Lakh,700000,3,3,1 Kanal,4500.0,155,House,True,14,"TitaniumPKR7 LakhF-6, Islamabad331 KanalAdded: 1 day ago(Updated: 1 day ago)SMSCallEmail",88,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-6_well_maintained_beautiful_corner_house_f-6_islamabad-54482716-164-4.html
Big Lawn House For Rent,PKR 45 Lakh,4500000,10,6,4 Kanal,18000.0,250,House,True,27,"TitaniumPKR45 LakhF-7, Islamabad1064 KanalAdded: 1 day agoSMSCall",65,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-7_big_lawn_house_for_rent-54439252-165-4.html
On Excellent Location 3200 Square Feet House In Central D-12/3 For Rent,PKR 6 Lakh,600000,5,6,14.2 Marla,3195.0,187,House,True,33,"PKR6 LakhD-12/3, D-125614.2 MarlaAdded: 2 hours ago(Updated: 2 hours ago)SMSCall",80,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/d_12_d-12_3_on_excellent_location_3200_square_feet_house_in_central_d-12_3_for_rent-54513633-3156-4.html
A Beautiful House For Rent Ideal Location All Tile Flooring Front Beautiful Lawn,PKR 6.5 Lakh,650000,6,6,2 Kanal,9000.0,72,House,True,27,"PKR6.5 LakhF-10, Islamabad662 KanalAdded: 3 hours agoSMSCall",60,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-10_a_beautiful_house_for_rent_ideal_location_all_tile_flooring_front_beautiful_lawn-54412315-162-4.html
2 Kanal Brand New House For Rent In F-6 On Prime Location,PKR 25 Lakh,2500000,7,,2 Kanal,9000.0,277,House,True,29,"PKR25 LakhF-6, Islamabad72 KanalAdded: 18 hours agoSMSCall",58,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-6_2_kanal_brand_new_house_for_rent_in_f-6_on_prime_location-54304864-164-4.html
Brand New House For Rent In F-8 On Prime Location,PKR 25 Lakh,2500000,7,,2 Kanal,9000.0,277,House,True,39,"PKR25 LakhF-8, Islamabad72 KanalAdded: 18 hours agoSMSCall",58,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-8_brand_new_house_for_rent_in_f-8_on_prime_location-54365661-166-4.html
5 Bedrooms & 5 Bathrooms Full House Available For Rent,PKR 3.7 Lakh,370000,5,5,1.2 Kanal,5400.0,68,House,True,13,"PKR3.7 LakhG-10, Islamabad551.2 KanalAdded: 19 hours ago(Updated: 19 hours ago)SMSCall",86,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_g-10_5_bedrooms_5_bathrooms_full_house_available_for_rent-54511605-167-4.html
Beautiful House For Rent,PKR 7 Lakh,700000,4,4,1 Kanal,4500.0,155,House,True,11,"TitaniumPKR7 LakhF-8, Islamabad441 KanalAdded: 6 minutes agoSMSCall",67,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-8_beautiful_house_for_rent-54515198-166-4.html
1 Kanal Beautiful House Available For Rent,PKR 5.25 Lakh,525000,5,4,1 Kanal,4500.0,116,House,True,22,"TitaniumPKR5.25 LakhF-10/4, F-10541 KanalAdded: 2 hours ago(Updated: 2 hours ago)SMSCallEmail",93,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/f_10_f-10_4_1_kanal_beautiful_house_available_for_rent-54370403-3279-4.html
Fully Furnished House For Rent In Bahria Enclave Islamabad,PKR 2.95 Lakh,295000,5,5,8 Marla,1800.0,163,House,False,20,"PKR2.95 LakhBahria Enclave, Bahria Town558 MarlaAdded: 3 minutes agoSMSCall",75,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/bahria_town_bahria_enclave_fully_furnished_house_for_rent_in_bahria_enclave_islamabad-54326625-1705-4.html
25*40 Double story House available for rent in G13,PKR 1.3 Lakh,130000,4,5,4 Marla,900.0,144,House,False,9,"PKR1.3 LakhG-13, Islamabad454 MarlaAdded: 26 minutes agoSMSCall",63,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_g-13_25_40_double_story_house_available_for_rent_in_g13-54494981-330-4.html
b17 14 mrla independed single unit full house  for rent block b1 all fasilties availbe gass water boring top location house,PKR 1.35 Lakh,135000,4,4,14 Marla,3150.0,42,House,False,19,"PKR1.35 LakhMPCHS - Multi Gardens, B-174414 MarlaAdded: 47 minutes agoSMSCall",77,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_b17_14_mrla_independed_single_unit_full_house_for_rent_block_b1_all_fasilties_availbe_gass_water_boring_top_location_house-54516346-3115-4.html
3200 Square Feet House In I-8/3 For rent At Good Location,PKR 4.25 Lakh,425000,,,14.2 Marla,3195.0,133,House,False,11,"PKR4.25 LakhI-8/3, I-814.2 MarlaAdded: 1 hour agoSMSCall",56,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/i_8_i-8_3_3200_square_feet_house_in_i-8_3_for_rent_at_good_location-54516217-3443-4.html
In Top City 1 - Block D House For Rent Sized 10 Marla,PKR 1.6 Lakh,160000,5,6,10 Marla,2250.0,71,House,False,23,"PKR1.6 LakhTop City 1 - Block D, Top City 15610 MarlaAdded: 1 hour agoSMSCall",77,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_d_in_top_city_1_-_block_d_house_for_rent_sized_10_marla-54117154-9233-4.html
Luxurious Villa On Prime Location Available For Rent In Islamabad Pakistan.,PKR 10 Lakh,1000000,6,6,2.2 Kanal,9900.0,101,House,False,20,"PKR10 LakhF-7, Islamabad662.2 KanalAdded: 23 minutes agoSMSCall",63,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-7_luxurious_villa_on_prime_location_available_for_rent_in_islamabad_pakistan-54236205-165-4.html
Brand New Luxury House For Rent F-6 Islamabad,PKR 13.5 Lakh,1350000,7,7,1.8 Kanal,8100.0,166,House,False,45,"PKR13.5 LakhF-6, Islamabad771.8 KanalAdded: 23 minutes agoSMSCall",65,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-6_brand_new_luxury_house_for_rent_f-6_islamabad-52564417-164-4.html
Luxury House On Extremely Prime Location Available For Rent In Islamabad,PKR 6.5 Lakh,650000,5,6,1.3 Kanal,5850.0,111,House,False,26,"PKR6.5 LakhE-7, Islamabad561.3 KanalAdded: 24 minutes agoSMSCall",64,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_e-7_luxury_house_on_extremely_prime_location_available_for_rent_in_islamabad-52552692-343-4.html
Brand New House On Extremely Prime Location Available For Rent In Islamabad,PKR 11 Lakh,1100000,6,6,1.8 Kanal,8100.0,135,House,False,22,"PKR11 LakhF-8, Islamabad661.8 KanalAdded: 24 minutes agoSMSCall",63,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-8_brand_new_house_on_extremely_prime_location_available_for_rent_in_islamabad-52772609-166-4.html
Luxury House On Extremely Prime Location Available For Rent In Islamabad.,PKR 9.5 Lakh,950000,6,6,1.3 Kanal,5850.0,162,House,False,20,"PKR9.5 LakhF-6, Islamabad661.3 KanalAdded: 24 minutes agoSMSCall",64,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-6_luxury_house_on_extremely_prime_location_available_for_rent_in_islamabad-51446017-164-4.html
Brand New Luxurious House On prime Location Available For Rent In Islamabad,PKR 10 Lakh,1000000,6,6,1.3 Kanal,5850.0,170,House,False,37,"PKR10 LakhF-8, Islamabad661.3 KanalAdded: 24 minutes agoSMSCall",63,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-8_brand_new_luxurious_house_on_prime_location_available_for_rent_in_islamabad-53579145-166-4.html
Beautiful Corner House Available For Rent in G11,PKR 2.2 Lakh,220000,4,5,8 Marla,1800.0,122,House,False,15,"PKR2.2 LakhG-11, Islamabad458 MarlaAdded: 38 minutes agoSMSCall",63,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_g-11_beautiful_corner_house_available_for_rent_in_g11-54332599-168-4.html
Luxury Kanal House Available for Rent Sector C | Ideal for Families,PKR 2.9 Lakh,290000,7,6,1 Kanal,4500.0,64,House,False,46,"PKR2.9 LakhBahria Enclave, Bahria Town761 KanalAdded: 49 minutes ago(Updated: 49 minutes ago)SMSCall",100,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/bahria_town_bahria_enclave_luxury_kanal_house_available_for_rent_sector_c_ideal_for_families-54318449-1705-4.html
Big House For Rent,PKR 1.25 Crore,12500000,10,6,4 Kanal,18000.0,694,House,True,28,super hot28Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-7_big_house_for_rent-54484155-165-4.html
14 Marla House In Central I-8/3 For Rent,PKR 3.5 Lakh,350000,6,6,14 Marla,3150.0,111,House,True,28,super hot28VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,98,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/i_8_i-8_3_14_marla_house_in_central_i-8_3_for_rent-49852462-3443-4.html
14 Marla Full House For Rent,PKR 2.75 Lakh,275000,9,6,14 Marla,3150.0,87,House,True,9,super hot9Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_c_14_marla_full_house_for_rent-53711907-3198-4.html
5 Marla House Ava For Rent In Sector H,PKR 80 Thousand,80000,3,3,5 Marla,1125.0,71,House,True,21,super hot21Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/bahria_town_bahria_enclave_5_marla_house_ava_for_rent_in_sector_h-54402341-1705-4.html
5 MARLA BREND NEW FULL HOUSE FOR RENT IN FAISAL TOWN F 18 ISLAMABAD,PKR 95 Thousand,95000,5,6,5 Marla,1125.0,84,House,True,19,super hot19Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_5_marla_brend_new_full_house_for_rent_in_faisal_town_f_18_islamabad-54472591-8260-4.html
1 Kanal 6 Bed Brand New House For Rent 3 Said Loan Dha Phase 2 Islamabad,PKR 3.75 Lakh,375000,3,6,1 Kanal,4500.0,83,House,True,41,super hot411Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,91,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_6_bed_brand_new_house_for_rent_3_said_loan_dha_phase_2_islamabad-54327948-339-4.html
Beautiful Luxurious Fully Furnished 10 Marla Full House For Rent In D-12/4 Islamabad,PKR 4.5 Lakh,450000,5,6,10 Marla,2250.0,200,House,True,12,super hot12Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/d_12_d-12_4_beautiful_luxurious_fully_furnished_10_marla_full_house_for_rent_in_d-12_4_islamabad-54442043-3157-4.html
Beautiful Luxurious 14 Marla Full House Available for Rent in F-11/1 Islamabad,PKR 3 Lakh,300000,4,4,14 Marla,3150.0,95,House,True,16,super hot16Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/f_11_f-11_1_beautiful_luxurious_14_marla_full_house_available_for_rent_in_f-11_1_islamabad-54479928-3282-4.html
"Beautiful Luxurious Double Unit Full House for Rent in F-10/2, Islamabad",PKR 4 Lakh,400000,4,4,1 Kanal,4500.0,88,House,True,14,super hot14Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/f_10_f-10_2_beautiful_luxurious_double_unit_full_house_for_rent_in_f-10_2_islamabad-54488723-3277-4.html
Kanal Designer House Available For Rent,PKR 3.8 Lakh,380000,5,6,1 Kanal,4500.0,84,House,True,16,super hot16Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_kanal_designer_house_available_for_rent-54483311-339-4.html
Luxury Furnished House Is For Rent In F-6,PKR 16 Lakh,1600000,5,6,1.1 Kanal,4950.0,323,House,True,9,hot9Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,83,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-6_luxury_furnished_house_is_for_rent_in_f-6-54365951-164-4.html
HOUSE AVAILABLE FOR RENT IN I-8 NEAR MAIN MARKAZ,PKR 4 Lakh,400000,5,5,14 Marla,3150.0,126,House,True,12,hot12Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_i-8_house_available_for_rent_in_i-8_near_main_markaz-54168209-174-4.html
F. 11 DOUBLE STOREY HOUSE 7BEDS 2KITCHENS WITH BASEMENT 4CARS PARKING,PKR 6 Lakh,600000,6,6,1 Kanal,4500.0,133,House,False,16,hot16Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-11_f_11_double_storey_house_7beds_2kitchens_with_basement_4cars_parking-45696568-163-4.html
1 Kanal House Available For Rent,PKR 3 Lakh,300000,7,,11.1 Kanal,49950.0,6,House,False,7,hot7Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,83,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_park_road_1_kanal_house_available_for_rent-54516175-3485-4.html
F-11 Beautiful Three Story House 6 Bedroom 2 Kitchen Marble Flooring Near Market Best Location Available For Rent,PKR 3.75 Lakh,375000,3,6,16 Marla,3600.0,104,House,False,9,hot9Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,83,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-11_f-11_beautiful_three_story_house_6_bedroom_2_kitchen_marble_flooring_near_market_best_location_available_for_rent-54477132-163-4.html
E-11 3060 Full House 6 Bedroom With Extra Land Near Market Best Location,PKR 2.2 Lakh,220000,2,6,7 Marla,1575.0,139,House,False,26,hot26Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_e-11_e-11_3060_full_house_6_bedroom_with_extra_land_near_market_best_location-54461563-329-4.html
G 13 1 Size 30x60 7 Marla Brand New House For Rent Beautiful Location,PKR 2.25 Lakh,225000,5,6,7 Marla,1575.0,142,House,False,22,hot22Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/g_13_g-13_1_g_13_1_size_30x60_7_marla_brand_new_house_for_rent_beautiful_location-54515963-3337-4.html
4 Bedroom Upper Portion For Rent In F7,PKR 4.4 Lakh,440000,4,4,1 Kanal,4500.0,97,House,False,14,14Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-7_4_bedroom_upper_portion_for_rent_in_f7-54129136-165-4.html
4 Bedroom + Maid House For Rent In F7 Islamabad,PKR 10 Lakh,1000000,10,5,1 Kanal,4500.0,222,House,False,8,8Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-7_4_bedroom_maid_house_for_rent_in_f7_islamabad-52593899-165-4.html
5 Bedroom+Maid For Rent In F6 Islamabad,PKR 28 Lakh,2800000,28,5,3.2 Kanal,14400.0,194,House,False,20,20Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-6_5_bedroom_maid_for_rent_in_f6_islamabad-52593783-164-4.html
5 Bedroom + Maid House For Rent In F7 Islamabad,PKR 12 Lakh,1200000,12,5,1 Kanal,4500.0,266,House,False,13,13Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-7_5_bedroom_maid_house_for_rent_in_f7_islamabad-52593892-165-4.html
7 Marla Beautiful House In I-14/3 Islamabad.,PKR 1.1 Lakh,110000,5,5,7 Marla,1575.0,69,House,False,13,13Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/i_14_i-14_3_7_marla_beautiful_house_in_i-14_3_islamabad-54516190-8342-4.html
F-10 Double Storey 4 Bedroom House for Rent,PKR 3.95 Lakh,395000,3,4,1 Kanal,4500.0,87,House,False,14,14Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-10_f-10_double_storey_4_bedroom_house_for_rent-54167455-162-4.html
"Neat and clean, beautiful house is available for rent in F-7 Islamabad",PKR 4.75 Lakh,475000,5,5,1 Kanal,4500.0,105,House,True,13,super hot13Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/f_7_f-7_2_neat_and_clean_beautiful_house_is_available_for_rent_in_f-7_islamabad-54417200-3308-4.html
Good house is available for rent in F-6 Islamabad. Only for Foreigners,PKR 9 Lakh,900000,5,7,4 Kanal,18000.0,50,House,True,6,super hot6Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/f_6_f-6_3_good_house_is_available_for_rent_in_f-6_islamabad_only_for_foreigners-54416566-3301-4.html
Fully Furnished House For Rent,PKR 18 Lakh,1800000,10,6,1.2 Kanal,5400.0,333,House,True,25,super hot25Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-6_fully_furnished_house_for_rent-54439410-164-4.html
Fully Furnished House For Rent,PKR 12 Lakh,1200000,7,6,1.2 Kanal,5400.0,222,House,True,12,super hot12Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-6_fully_furnished_house_for_rent-54439191-164-4.html
Furnished House For Rent,PKR 20 Lakh,2000000,10,6,1.5 Kanal,6750.0,296,House,True,17,super hot17Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-7_furnished_house_for_rent-54415211-165-4.html
House For Rent In Rs. 205000,PKR 2 Lakh,200000,5,6,8 Marla,1800.0,111,House,True,13,super hot13Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_g-13_house_for_rent_in_rs_205000-54421213-330-4.html
Two Kanal Beautiful House For Rent In F-10,PKR 7 Lakh,700000,8,,2 Kanal,9000.0,77,House,True,14,super hot14Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-10_two_kanal_beautiful_house_for_rent_in_f-10-54369153-162-4.html
"New Ground + Basement For Rent In F-11, Islamabad",PKR 5.5 Lakh,550000,5,6,1 Kanal,4500.0,122,House,True,7,super hot7Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-11_new_ground_basement_for_rent_in_f-11_islamabad-54400517-163-4.html
E11 5bed House 2unit The New,PKR 2.5 Lakh,250000,2,5,8 Marla,1800.0,138,House,True,13,super hot13Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_e-11_e11_5bed_house_2unit_the_new-54484795-329-4.html
4 Malrla Like Brand Full House Avilable For Rent In G-13/4,PKR 1.3 Lakh,130000,5,5,4 Marla,900.0,144,House,True,13,super hot13Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_g-13_4_malrla_like_brand_full_house_avilable_for_rent_in_g-13_4-54373785-330-4.html
HOUSE AVAILABLE FOR RENT IN I-8,PKR 3 Lakh,300000,5,6,1 Kanal,4500.0,66,House,True,14,hot14Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_i-8_house_available_for_rent_in_i-8-54169294-174-4.html
1 KANAL DUPLEX FULL HOUSE AVAILABLE FOR RENT IN I-8,PKR 3.5 Lakh,350000,5,5,1 Kanal,4500.0,77,House,True,12,hot12Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_i-8_1_kanal_duplex_full_house_available_for_rent_in_i-8-54291922-174-4.html
Double Storey House For Rent 220000,PKR 2.2 Lakh,220000,5,,8 Marla,1800.0,122,House,False,26,hot26Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_e-11_double_storey_house_for_rent_220000-53972338-329-4.html
Full House Available For Rent With Original Picture Attached,PKR 3.5 Lakh,350000,6,6,12 Marla,2700.0,129,House,False,12,hot12Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_i-8_full_house_available_for_rent_with_original_picture_attached-54405953-174-4.html
Prominently-Located 1 Kanal House Available In I-8/3,PKR 6.5 Lakh,650000,,,1 Kanal,4500.0,144,House,False,13,hot13VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,92,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/i_8_i-8_3_prominently-located_1_kanal_house_available_in_i-8_3-54515525-3443-4.html
10 Marla Double Unit House Available For Rent In Dha Phase 2,PKR 1.7 Lakh,170000,5,6,10 Marla,2250.0,75,House,False,5,hot5Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,83,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_10_marla_double_unit_house_available_for_rent_in_dha_phase_2-47855488-339-4.html
Beautiful Modern Brand New 1 Kanal House,PKR 8.8 Lakh,880000,5,6,1 Kanal,4500.0,195,House,False,13,hot13Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_d-12_beautiful_modern_brand_new_1_kanal_house-53562996-160-4.html
F-11 Independent House 5 Bedroom Near Market And Mosque Beautiful Location Available For Rent,PKR 4.95 Lakh,495000,4,5,1 Kanal,4500.0,110,House,False,15,15Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_f-11_f-11_independent_house_5_bedroom_near_market_and_mosque_beautiful_location_available_for_rent-54509974-163-4.html
Faisal Town Full House For Rent,PKR 1 Lakh,100000,4,4,8 Marla,1800.0,55,House,True,37,37Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_faisal_town_full_house_for_rent-54107774-8260-4.html
Available 5 Marla Brand-New Designer House For Rent In Multi Garden B17 Islamabad,PKR 90 Thousand,90000,4,4,5 Marla,1125.0,80,House,False,20,20Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_available_5_marla_brand-new_designer_house_for_rent_in_multi_garden_b17_islamabad-54457505-3115-4.html
Faisal Town Full House For Rent,PKR 1.15 Lakh,114999,5,5,8 Marla,1800.0,63,House,True,25,25Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Islamabad,for_rent,2026-07-24,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_faisal_town_full_house_for_rent-53501494-8260-4.html
